record_ID,units_sold
213256,1.0
213301,20.0
213304,17.0
213305,47.0
213306,34.0
213310,26.0
213311,26.0
213316,32.0
213317,20.0
213303,8.0
213309,58.0
213312,123.0
213314,9.0
213315,31.0
213308,57.0
213320,174.0
213321,156.0
213325,86.0
213326,82.0
213327,112.0
213331,80.0
213332,46.0
213337,48.0
213338,23.0
213322,21.0
213330,38.0
213333,261.0
213334,10.0
213335,3.0
213336,59.0
213340,48.0
213341,58.0
213343,13.0
213346,169.0
213347,34.0
213351,11.0
213352,42.0
213353,29.0
213357,46.0
213358,14.0
213363,53.0
213364,31.0
213348,9.0
213356,33.0
213359,114.0
213360,19.0
213361,13.0
213366,43.0
213367,42.0
213354,28.0
213355,31.0
213365,36.0
213369,66.0
213370,58.0
213372,15.0
213373,37.0
213374,47.0
213378,49.0
213379,27.0
213384,44.0
213385,30.0
213371,17.0
213377,35.0
213380,141.0
213381,14.0
213382,16.0
213383,51.0
213387,31.0
213388,54.0
213390,7.0
213375,31.0
213376,29.0
213391,29.0
213392,27.0
213394,19.0
213395,58.0
213396,26.0
213399,31.0
213400,19.0
213404,25.0
213401,144.0
213403,24.0
213408,18.0
213409,3.0
213410,4.0
213411,13.0
213412,63.0
213413,51.0
213415,13.0
213416,34.0
213417,32.0
213421,44.0
213422,18.0
213427,31.0
213428,25.0
213414,23.0
213420,18.0
213423,125.0
213425,21.0
213426,27.0
213431,40.0
213432,4.0
213418,23.0
213419,14.0
213434,15.0
213435,63.0
213436,51.0
213439,37.0
213440,40.0
213441,61.0
213445,39.0
213446,30.0
213449,24.0
213437,32.0
213444,52.0
213447,128.0
213448,38.0
213454,50.0
213455,33.0
213456,35.0
213457,45.0
213458,43.0
213461,25.0
213462,29.0
213467,23.0
213463,109.0
213466,26.0
213471,13.0
213472,75.0
213473,45.0
213476,42.0
213477,53.0
213478,54.0
213479,61.0
213480,43.0
213485,61.0
213486,25.0
213474,17.0
213481,225.0
213484,43.0
213488,24.0
213489,38.0
213490,4.0
213491,22.0
213494,25.0
213495,19.0
213496,14.0
213497,21.0
213502,33.0
213503,38.0
213506,36.0
213507,35.0
213505,28.0
213510,37.0
213511,28.0
213512,7.0
213514,21.0
213516,37.0
213517,10.0
213522,34.0
213523,17.0
213518,131.0
213519,20.0
213520,15.0
213521,25.0
213526,22.0
213528,11.0
213530,27.0
213531,29.0
213535,15.0
213536,22.0
213537,42.0
213541,46.0
213542,24.0
213547,48.0
213548,27.0
213532,21.0
213540,34.0
213543,136.0
213545,10.0
213546,34.0
213550,35.0
213551,36.0
213533,3.0
213538,32.0
213554,16.0
213559,41.0
213560,21.0
213564,45.0
213565,11.0
213568,40.0
213563,34.0
213566,115.0
213567,31.0
213572,34.0
213561,33.0
213562,46.0
213573,31.0
213574,20.0
213576,3.0
213577,23.0
213578,19.0
213581,50.0
213582,19.0
213587,46.0
213588,35.0
213575,14.0
213580,31.0
213583,180.0
213584,18.0
213591,47.0
213579,19.0
213593,41.0
213594,35.0
213597,22.0
213598,33.0
213599,33.0
213603,47.0
213604,22.0
213609,30.0
213610,25.0
213602,28.0
213605,176.0
213606,28.0
213607,19.0
213608,39.0
213612,19.0
213613,38.0
213614,18.0
213600,27.0
213601,20.0
213615,113.0
213616,106.0
213619,61.0
213620,83.0
213621,98.0
213625,89.0
213626,63.0
213631,51.0
213617,37.0
213624,32.0
213627,340.0
213630,76.0
213635,78.0
213639,32.0
213640,28.0
213643,14.0
213644,37.0
213645,27.0
213648,50.0
213649,14.0
213654,26.0
213641,15.0
213650,137.0
213651,23.0
213652,17.0
213653,35.0
213658,29.0
213660,17.0
213661,15.0
213664,30.0
213665,60.0
213666,29.0
213669,55.0
213670,41.0
213674,71.0
213675,49.0
213671,133.0
213673,30.0
213678,61.0
213663,6.0
213681,33.0
213682,38.0
213685,23.0
213686,52.0
213687,42.0
213691,65.0
213692,30.0
213697,26.0
213698,24.0
213683,14.0
213690,44.0
213693,170.0
213694,19.0
213696,35.0
213700,54.0
213701,56.0
213688,52.0
213689,44.0
213699,48.0
213703,53.0
213704,49.0
213707,31.0
213708,40.0
213709,46.0
213711,34.0
213712,23.0
213713,129.0
213716,39.0
213720,38.0
213723,91.0
213724,70.0
213727,48.0
213728,56.0
213729,63.0
213733,68.0
213734,46.0
213737,50.0
213738,29.0
213725,27.0
213735,275.0
213736,72.0
213741,53.0
213743,144.0
213744,93.0
213748,77.0
213749,66.0
213750,104.0
213752,109.0
213753,60.0
213759,61.0
213760,66.0
213745,54.0
213754,465.0
213755,26.0
213756,16.0
213758,73.0
213762,37.0
213763,90.0
213765,33.0
213761,35.0
213764,4.0
213768,164.0
213769,138.0
213773,80.0
213774,84.0
213775,121.0
213779,97.0
213780,64.0
213786,72.0
213787,73.0
213770,67.0
213781,454.0
213782,9.0
213783,16.0
213785,76.0
213789,67.0
213790,82.0
213792,23.0
213771,22.0
213788,39.0
213796,21.0
213797,24.0
213800,15.0
213801,28.0
213802,34.0
213805,67.0
213806,32.0
213811,30.0
213798,9.0
213807,160.0
213808,13.0
213809,29.0
213814,40.0
213799,6.0
213816,30.0
213817,27.0
213819,4.0
213820,18.0
213821,22.0
213824,28.0
213825,15.0
213830,42.0
213831,29.0
213826,83.0
213829,26.0
213833,16.0
213834,19.0
213835,3.0
213838,2.0
213840,13.0
213844,31.0
213842,24.0
213848,90.0
213849,84.0
213851,51.0
213852,54.0
213853,61.0
213857,62.0
213858,43.0
213863,49.0
213850,37.0
213859,270.0
213860,15.0
213861,13.0
213862,57.0
213866,43.0
213867,67.0
213865,39.0
213870,66.0
213871,29.0
213874,45.0
213875,50.0
213878,33.0
213879,24.0
213884,24.0
213885,11.0
213880,206.0
213883,33.0
213888,39.0
213891,119.0
213892,79.0
213895,43.0
213896,72.0
213897,88.0
213900,61.0
213901,50.0
213906,49.0
213907,35.0
213893,36.0
213902,235.0
213903,13.0
213905,50.0
213909,46.0
213910,83.0
213912,25.0
213913,17.0
213918,22.0
213919,18.0
213923,62.0
213924,13.0
213930,30.0
213922,24.0
213925,115.0
213926,8.0
213928,17.0
213932,26.0
213935,41.0
213936,16.0
213939,14.0
213940,21.0
213942,50.0
213943,21.0
213948,33.0
213949,27.0
213944,125.0
213945,26.0
213946,20.0
213947,36.0
213951,18.0
213952,27.0
213954,9.0
213955,17.0
213956,17.0
213960,17.0
213961,36.0
213962,23.0
213966,43.0
213967,28.0
213972,37.0
213973,30.0
213965,26.0
213968,123.0
213971,33.0
213963,32.0
213964,36.0
213976,95.0
213977,55.0
213981,74.0
213982,121.0
213983,127.0
213987,141.0
213988,80.0
213995,98.0
213996,64.0
213978,37.0
213986,13.0
213989,451.0
213990,33.0
213991,19.0
213994,85.0
213998,88.0
213999,88.0
214001,39.0
213979,20.0
213985,26.0
214000,4.0
214002,26.0
213980,21.0
214004,43.0
214005,46.0
214008,61.0
214009,54.0
214010,54.0
214014,33.0
214015,47.0
214018,38.0
214019,35.0
214006,19.0
214016,239.0
214017,62.0
214021,83.0
214022,57.0
214011,26.0
214023,50.0
214024,49.0
214026,47.0
214027,50.0
214028,64.0
214032,33.0
214033,63.0
214036,72.0
214025,27.0
214034,229.0
214035,71.0
214040,48.0
214041,4.0
214043,124.0
214044,83.0
214048,88.0
214049,117.0
214050,122.0
214054,157.0
214055,73.0
214062,106.0
214063,83.0
214045,60.0
214056,659.0
214057,23.0
214061,80.0
214065,80.0
214066,95.0
214067,28.0
214051,14.0
214070,58.0
214071,58.0
214073,20.0
214074,39.0
214075,52.0
214079,83.0
214080,32.0
214085,70.0
214086,54.0
214072,21.0
214078,43.0
214081,381.0
214082,32.0
214083,30.0
214084,70.0
214088,47.0
214089,83.0
214076,33.0
214077,33.0
214090,2.0
214092,18.0
214096,29.0
214097,29.0
214100,44.0
214101,30.0
214105,57.0
214106,35.0
214102,109.0
214103,12.0
214104,66.0
214109,38.0
214098,35.0
214099,39.0
214111,35.0
214112,56.0
214114,25.0
214115,34.0
214116,24.0
214120,25.0
214121,28.0
214125,27.0
214126,25.0
214122,143.0
214124,21.0
214118,46.0
214129,35.0
214130,33.0
214133,23.0
214134,38.0
214135,49.0
214139,59.0
214140,25.0
214145,35.0
214146,29.0
214131,16.0
214138,41.0
214141,135.0
214142,23.0
214143,27.0
214144,33.0
214148,23.0
214149,46.0
214136,32.0
214137,29.0
214151,111.0
214152,71.0
214154,56.0
214155,65.0
214156,100.0
214159,75.0
214160,36.0
214165,46.0
214153,36.0
214158,38.0
214161,281.0
214162,14.0
214163,21.0
214164,60.0
214168,40.0
214169,76.0
214175,52.0
214176,51.0
214178,52.0
214179,40.0
214180,92.0
214184,62.0
214185,44.0
214188,36.0
214177,18.0
214186,282.0
214187,64.0
214191,46.0
214192,10.0
214193,40.0
214194,36.0
214196,48.0
214197,69.0
214198,34.0
214202,57.0
214203,61.0
214206,132.0
214207,103.0
214195,12.0
214204,230.0
214205,42.0
214209,71.0
214210,79.0
214235,132.0
214236,75.0
214240,84.0
214241,79.0
214242,110.0
214245,102.0
214246,66.0
214252,83.0
214253,47.0
214237,45.0
214247,439.0
214248,25.0
214249,18.0
214251,84.0
214255,62.0
214256,100.0
214258,10.0
214261,26.0
214262,30.0
214265,17.0
214266,35.0
214267,28.0
214271,59.0
214272,22.0
214277,42.0
214278,29.0
214263,21.0
214273,140.0
214274,22.0
214275,19.0
214276,38.0
214281,28.0
214282,8.0
214283,21.0
212856,43.0
212860,12.0
212861,50.0
212862,55.0
212866,94.0
212867,50.0
212873,62.0
212874,36.0
212857,22.0
212868,206.0
212869,26.0
212870,38.0
212872,62.0
212876,44.0
212877,45.0
212879,18.0
212863,9.0
212875,43.0
212880,53.0
212881,38.0
213115,3.0
213123,35.0
213197,11.0
213199,9.0
213200,24.0
213204,41.0
213205,24.0
213208,63.0
213209,38.0
213206,130.0
213207,22.0
213202,32.0
213275,41.0
213279,25.0
213280,72.0
213281,39.0
213285,79.0
213286,46.0
213293,43.0
213294,26.0
213276,22.0
213287,163.0
213288,13.0
213289,20.0
213292,48.0
213296,63.0
213297,65.0
213282,21.0
213283,27.0
213278,4.0
214213,54.0
214215,8.0
214216,20.0
214217,36.0
214221,56.0
214222,22.0
214227,43.0
214228,28.0
214223,152.0
214224,14.0
214225,21.0
214226,39.0
214230,26.0
214231,42.0
214233,9.0
214218,15.0
214229,26.0
212884,22.0
212885,38.0
212886,24.0
212889,41.0
212890,13.0
212893,34.0
212888,35.0
212891,105.0
212892,16.0
212896,37.0
212900,17.0
212901,38.0
212902,20.0
212905,37.0
212906,14.0
212911,18.0
212907,115.0
212910,19.0
212914,11.0
212899,4.0
212903,12.0
213260,4.0
213265,34.0
213269,47.0
213270,36.0
213268,20.0
213273,25.0
214284,12.0
214285,15.0
214286,21.0
214287,24.0
214288,24.0
214292,15.0
214293,55.0
214296,14.0
214297,128.0
214300,109.0
214301,75.0
214305,73.0
214306,95.0
214307,100.0
214311,140.0
214312,87.0
214317,93.0
214318,204.0
214302,66.0
214310,17.0
214313,89.0
214314,18.0
214315,9.0
214316,70.0
214320,11.0
214321,24.0
214322,21.0
214325,98.0
214326,73.0
214330,32.0
214331,62.0
214332,45.0
214336,103.0
214337,32.0
214342,42.0
214343,232.0
214327,19.0
214335,27.0
214338,45.0
214339,16.0
214340,10.0
214341,37.0
214345,22.0
214346,27.0
214348,7.0
214328,8.0
214333,33.0
214334,39.0
214344,15.0
214349,11.0
214350,35.0
214351,31.0
214352,35.0
214355,34.0
214356,42.0
214360,77.0
214361,27.0
214367,58.0
214368,150.0
214362,32.0
214363,19.0
214364,17.0
214366,30.0
214370,10.0
214371,31.0
214373,5.0
214357,18.0
214358,23.0
214374,4.0
214375,18.0
214376,212.0
214377,201.0
214381,216.0
214382,179.0
214383,163.0
214387,125.0
214388,79.0
214394,72.0
214395,271.0
214378,66.0
214389,168.0
214390,42.0
214391,32.0
214393,102.0
214397,33.0
214398,73.0
214400,67.0
214379,13.0
214396,13.0
214399,13.0
214402,10.0
214403,98.0
214404,63.0
214406,72.0
214407,45.0
214408,69.0
214412,48.0
214413,36.0
214418,33.0
214411,22.0
214414,57.0
214415,17.0
214416,12.0
214417,47.0
214421,16.0
214422,26.0
214425,116.0
214426,78.0
214430,175.0
214431,129.0
214432,122.0
214434,122.0
214435,113.0
214441,80.0
214427,65.0
214436,87.0
214437,28.0
214438,13.0
214440,69.0
214444,21.0
214445,34.0
214447,40.0
214428,8.0
214443,15.0
214450,32.0
214454,14.0
214455,30.0
214456,36.0
214460,56.0
214461,25.0
214467,63.0
214468,155.0
214459,41.0
214462,35.0
214463,14.0
214464,16.0
214466,34.0
214470,17.0
214471,26.0
214457,14.0
214458,36.0
214469,24.0
214472,28.0
214473,17.0
214475,6.0
214476,26.0
214477,30.0
214481,39.0
214482,19.0
214487,28.0
214488,106.0
214483,36.0
214484,14.0
214491,20.0
214478,27.0
214555,120.0
214556,67.0
214559,86.0
214560,70.0
214561,87.0
214564,79.0
214565,57.0
214570,35.0
214571,149.0
214557,39.0
214566,64.0
214567,17.0
214569,67.0
214573,22.0
214574,48.0
214575,10.0
214572,18.0
214577,49.0
214578,51.0
214581,42.0
214582,45.0
214583,34.0
214587,29.0
214588,51.0
214591,61.0
214592,84.0
214579,13.0
214589,35.0
214590,29.0
214595,9.0
214593,6.0
214596,21.0
214597,25.0
214600,21.0
214601,24.0
214605,64.0
214606,22.0
214611,39.0
214612,105.0
214607,68.0
214608,13.0
214609,10.0
214610,27.0
214614,14.0
214615,22.0
214618,36.0
214619,54.0
214622,32.0
214623,63.0
214624,41.0
214628,68.0
214629,29.0
214635,63.0
214636,114.0
214620,20.0
214627,45.0
214630,63.0
214631,25.0
214632,15.0
214634,48.0
214638,24.0
214639,34.0
214625,21.0
214626,37.0
214637,25.0
214640,18.0
214642,16.0
214643,9.0
214646,17.0
214647,25.0
214651,27.0
214652,17.0
214656,22.0
214657,76.0
214653,12.0
214660,20.0
214661,147.0
214662,96.0
214665,94.0
214666,91.0
214667,108.0
214671,113.0
214672,59.0
214677,73.0
214678,202.0
214663,90.0
214673,66.0
214674,27.0
214675,14.0
214676,65.0
214680,11.0
214681,31.0
214683,23.0
214679,7.0
214688,141.0
214689,80.0
214693,163.0
214694,163.0
214695,97.0
214699,65.0
214700,49.0
214705,39.0
214706,103.0
214690,63.0
214701,75.0
214704,67.0
214708,15.0
214709,21.0
214696,43.0
214710,37.0
214712,72.0
214713,62.0
214716,24.0
214717,50.0
214718,53.0
214722,76.0
214723,26.0
214728,51.0
214729,150.0
214714,27.0
214721,30.0
214724,52.0
214725,27.0
214726,24.0
214727,53.0
214731,23.0
214732,38.0
214734,8.0
214719,22.0
214720,21.0
214730,13.0
214736,29.0
214733,20.0
214737,36.0
214738,16.0
214740,13.0
214741,37.0
214742,27.0
214746,49.0
214747,20.0
214750,34.0
214751,67.0
214745,32.0
214748,34.0
214749,24.0
214753,27.0
214754,28.0
214743,43.0
214767,56.0
214768,45.0
214771,39.0
214772,39.0
214773,42.0
214775,58.0
214776,24.0
214781,26.0
214782,152.0
214769,18.0
214777,44.0
214778,14.0
214780,32.0
214785,22.0
214787,5.0
214788,36.0
214789,22.0
214790,5.0
214791,23.0
214792,40.0
214794,50.0
214795,28.0
214800,38.0
214801,74.0
214793,9.0
214796,42.0
214797,20.0
214798,23.0
214799,33.0
214803,20.0
214804,26.0
214802,14.0
214807,25.0
214808,21.0
214809,123.0
214810,121.0
214813,150.0
214814,173.0
214815,88.0
214819,141.0
214820,72.0
214827,74.0
214828,249.0
214811,86.0
214818,48.0
214821,111.0
214822,37.0
214826,55.0
214830,10.0
214831,38.0
214833,30.0
214834,9.0
214854,62.0
214855,64.0
214858,60.0
214859,78.0
214860,86.0
214864,48.0
214865,33.0
214870,47.0
214856,49.0
214866,64.0
214869,46.0
214874,26.0
214875,11.0
214872,8.0
214877,143.0
214878,74.0
214880,63.0
214881,77.0
214882,82.0
214884,60.0
214885,35.0
214890,41.0
214891,273.0
214879,39.0
214886,74.0
214887,22.0
214888,21.0
214889,81.0
214893,15.0
214894,21.0
214896,25.0
214895,1.0
214940,15.0
214943,20.0
214944,69.0
214945,35.0
214949,27.0
214950,22.0
214955,26.0
214956,124.0
214942,11.0
214948,57.0
214951,30.0
214953,11.0
214954,24.0
214947,54.0
214959,176.0
214960,123.0
214964,123.0
214965,116.0
214966,114.0
214970,75.0
214971,41.0
214976,55.0
214977,206.0
214961,25.0
214969,25.0
214972,85.0
214973,10.0
214974,5.0
214975,49.0
214979,17.0
214980,21.0
214982,6.0
214985,121.0
214986,23.0
214990,13.0
214991,51.0
214992,30.0
214996,41.0
214997,15.0
215002,53.0
215003,82.0
214987,10.0
214995,24.0
214998,42.0
214999,10.0
215000,9.0
215005,24.0
215006,31.0
214993,18.0
214994,43.0
215004,13.0
215008,64.0
215009,45.0
215011,17.0
215012,39.0
215013,51.0
215017,61.0
215018,24.0
215023,49.0
215024,145.0
215010,12.0
215016,25.0
215019,33.0
215020,14.0
215021,13.0
215022,40.0
215026,18.0
215027,34.0
215029,9.0
215014,23.0
215015,19.0
215030,41.0
215031,21.0
215033,14.0
215034,77.0
215035,24.0
215038,45.0
215039,19.0
215044,31.0
215040,44.0
215043,22.0
215048,4.0
215049,4.0
215050,3.0
215051,14.0
215052,69.0
215053,43.0
215055,19.0
215056,30.0
215057,32.0
215061,39.0
215062,17.0
215067,32.0
215068,101.0
215054,17.0
215060,23.0
215063,34.0
215065,24.0
215066,22.0
215071,18.0
215072,5.0
215058,15.0
215059,18.0
215074,19.0
215075,61.0
215076,46.0
215079,28.0
215080,27.0
215081,60.0
215085,29.0
215086,34.0
215089,20.0
215077,35.0
215084,31.0
215087,35.0
215088,34.0
215094,47.0
215095,29.0
215096,27.0
215097,18.0
215098,35.0
215101,23.0
215102,33.0
215107,16.0
215103,39.0
215106,25.0
215111,13.0
215112,62.0
215113,47.0
215116,42.0
215117,47.0
215118,56.0
215119,36.0
215120,48.0
215125,80.0
215126,132.0
215114,20.0
215121,68.0
215124,42.0
215128,16.0
215129,19.0
215130,6.0
215131,29.0
215134,21.0
215135,21.0
215136,7.0
215137,21.0
215142,33.0
215143,31.0
215146,36.0
215147,99.0
215145,22.0
215150,30.0
215151,16.0
215152,15.0
215154,22.0
215156,45.0
215157,10.0
215162,30.0
215163,39.0
215158,39.0
215159,21.0
215160,21.0
215161,20.0
215166,15.0
215167,20.0
215169,24.0
215170,36.0
215174,14.0
215175,31.0
215176,44.0
215180,53.0
215181,29.0
215186,52.0
215187,111.0
215171,22.0
215179,35.0
215182,43.0
215184,14.0
215185,28.0
215189,27.0
215190,31.0
215172,5.0
215177,23.0
215193,16.0
215198,60.0
215199,23.0
215203,40.0
215204,12.0
215207,32.0
215202,49.0
215205,27.0
215206,16.0
215211,7.0
215200,25.0
215201,51.0
215212,18.0
215213,12.0
215215,9.0
215216,27.0
215217,19.0
215220,55.0
215221,18.0
215226,46.0
215227,122.0
215214,9.0
215219,32.0
215222,36.0
215223,21.0
215230,29.0
215218,32.0
215232,28.0
215233,21.0
215236,15.0
215237,34.0
215238,35.0
215242,50.0
215243,22.0
215248,36.0
215249,68.0
215241,17.0
215244,50.0
215245,24.0
215246,17.0
215247,38.0
215251,9.0
215252,28.0
215253,13.0
215239,19.0
215240,15.0
215254,111.0
215255,115.0
215258,86.0
215259,113.0
215260,105.0
215264,85.0
215265,67.0
215270,43.0
215256,41.0
215263,21.0
215266,62.0
215269,64.0
215274,29.0
215278,39.0
215279,27.0
215282,7.0
215283,41.0
215284,27.0
215287,30.0
215288,11.0
215293,25.0
215280,8.0
215289,27.0
215290,18.0
215291,17.0
215292,25.0
215297,17.0
215299,14.0
215300,17.0
215303,32.0
215304,104.0
215305,40.0
215308,77.0
215309,38.0
215313,66.0
215314,142.0
215310,29.0
215312,18.0
215317,33.0
215302,6.0
215320,38.0
215321,36.0
215324,33.0
215325,72.0
215326,51.0
215330,47.0
215331,39.0
215336,36.0
215337,140.0
215322,13.0
215329,40.0
215332,38.0
215333,18.0
215335,35.0
215339,24.0
215340,23.0
215327,40.0
215328,46.0
215338,12.0
215342,44.0
215343,40.0
215346,25.0
215347,26.0
215348,58.0
215350,34.0
215351,28.0
215352,33.0
215355,37.0
215359,16.0
215362,85.0
215363,56.0
215366,50.0
215367,51.0
215368,67.0
215372,87.0
215373,52.0
215376,37.0
215377,219.0
215364,19.0
215374,52.0
215375,54.0
215380,24.0
215382,139.0
215383,100.0
215387,104.0
215388,99.0
215389,108.0
215391,94.0
215392,62.0
215398,80.0
215399,442.0
215384,54.0
215393,99.0
215394,39.0
215395,24.0
215397,70.0
215401,20.0
215402,42.0
215404,30.0
215400,20.0
215403,6.0
215407,222.0
215408,136.0
215412,152.0
215413,131.0
215414,102.0
215418,77.0
215419,59.0
215425,72.0
215426,214.0
215409,68.0
215420,85.0
215421,14.0
215422,13.0
215424,59.0
215428,21.0
215429,34.0
215431,13.0
215410,8.0
215427,8.0
215435,21.0
215436,17.0
215439,15.0
215440,29.0
215441,35.0
215444,71.0
215445,34.0
215450,142.0
215437,4.0
215446,48.0
215447,5.0
215448,26.0
215453,25.0
215438,5.0
215455,30.0
215456,17.0
215458,15.0
215459,20.0
215460,24.0
215463,37.0
215464,16.0
215469,48.0
215470,144.0
215465,12.0
215468,20.0
215472,11.0
215473,25.0
215474,20.0
215477,9.0
215479,17.0
215483,21.0
215481,20.0
215487,123.0
215488,62.0
215490,56.0
215491,83.0
215492,61.0
215496,64.0
215497,50.0
215502,42.0
215489,41.0
215498,57.0
215499,25.0
215500,11.0
215501,46.0
215505,15.0
215506,26.0
215504,10.0
215509,66.0
215510,30.0
215513,43.0
215514,50.0
215517,34.0
215518,28.0
215522,15.0
215523,89.0
215519,51.0
215521,33.0
215526,20.0
215529,113.0
215530,70.0
215533,67.0
215534,115.0
215535,95.0
215538,62.0
215539,48.0
215544,31.0
215545,183.0
215531,38.0
215540,81.0
215541,13.0
215543,39.0
215547,11.0
215548,26.0
215550,22.0
215551,12.0
215556,34.0
215557,16.0
215561,81.0
215562,11.0
215568,176.0
215560,16.0
215563,27.0
215564,7.0
215566,15.0
215570,12.0
215573,29.0
215574,20.0
215577,21.0
215578,17.0
215580,41.0
215581,23.0
215586,34.0
215587,76.0
215582,40.0
215583,17.0
215584,17.0
215585,40.0
215589,12.0
215590,19.0
215591,7.0
215592,16.0
215593,11.0
215597,13.0
215598,57.0
